timestamp,beats per minute
2024-11-13T14:45:49Z,116.0
2024-11-13T14:45:51Z,117.0
2024-11-13T14:45:52Z,121.0
2024-11-13T14:45:55Z,121.0
2024-11-13T14:45:56Z,122.0
2024-11-13T14:45:58Z,121.0
2024-11-13T14:46:00Z,118.0
2024-11-13T14:46:03Z,118.0
2024-11-13T14:46:06Z,116.0
2024-11-13T14:46:08Z,114.0
2024-11-13T14:46:11Z,114.0
2024-11-13T14:46:12Z,113.0
2024-11-13T14:46:15Z,112.0
2024-11-13T14:46:18Z,112.0
2024-11-13T14:46:19Z,113.0
2024-11-13T14:46:21Z,111.0
2024-11-13T14:46:23Z,110.0
2024-11-13T14:46:25Z,113.0
2024-11-13T14:46:27Z,111.0
2024-11-13T14:46:29Z,110.0
2024-11-13T14:46:31Z,108.0
2024-11-13T14:46:33Z,106.0
2024-11-13T14:46:35Z,103.0
2024-11-13T14:46:37Z,96.0
2024-11-13T14:46:39Z,100.0
2024-11-13T14:46:40Z,105.0
2024-11-13T14:46:43Z,105.0
2024-11-13T14:46:44Z,102.0
2024-11-13T14:46:46Z,108.0
2024-11-13T14:46:48Z,102.0
2024-11-13T14:46:50Z,106.0
2024-11-13T14:46:52Z,104.0
2024-11-13T14:46:54Z,109.0
2024-11-13T14:46:56Z,114.0
2024-11-13T14:46:58Z,115.0
2024-11-13T14:47:00Z,111.0
2024-11-13T14:47:02Z,107.0
2024-11-13T14:47:05Z,107.0
2024-11-13T14:47:07Z,104.0
2024-11-13T14:47:09Z,98.0
2024-11-13T14:47:11Z,102.0
2024-11-13T14:47:13Z,106.0
2024-11-13T14:47:15Z,102.0
2024-11-13T14:47:17Z,108.0
2024-11-13T14:47:20Z,108.0
2024-11-13T14:47:21Z,100.0
2024-11-13T14:47:23Z,93.0
2024-11-13T14:47:25Z,95.0
2024-11-13T14:47:27Z,92.0
2024-11-13T14:47:28Z,92.0
2024-11-13T14:47:30Z,93.0
2024-11-13T14:47:32Z,95.0
2024-11-13T14:47:34Z,97.0
2024-11-13T14:47:37Z,97.0
2024-11-13T14:47:38Z,98.0
2024-11-13T14:47:40Z,97.0
2024-11-13T14:47:42Z,96.0
2024-11-13T14:47:45Z,96.0
2024-11-13T14:47:48Z,96.0
2024-11-13T14:47:50Z,99.0
2024-11-13T14:47:51Z,101.0
2024-11-13T14:47:54Z,101.0
2024-11-13T14:47:55Z,102.0
2024-11-13T14:47:57Z,103.0
2024-11-13T14:47:59Z,104.0
2024-11-13T14:48:02Z,104.0
2024-11-13T14:48:05Z,105.0
2024-11-13T14:48:08Z,105.0
